job_id,depth,seed,k,scenario,obj_val,time
15077917,8.0,11.0,2.0,5.0,3.9999999995,57.15
15077055,5.0,20.0,3.0,5.0,4.499999500549447,14.26
15077318,6.0,13.0,2.0,5.0,4.0,13.9
15077715,7.0,19.0,5.0,5.0,3.857136403453136,29832.13
15077916,8.0,10.0,2.0,5.0,4.0,47.95
15077625,7.0,19.0,2.0,5.0,4.0,19.73
15075851,5.0,16.0,3.0,0.0,4.235294117647059,14.46
15077353,6.0,18.0,3.0,5.0,4.4999935647617235,115.11
15075822,5.0,17.0,2.0,0.0,4.0,9.48
15076143,6.0,8.0,3.0,0.0,4.0,13.33
15075974,5.0,19.0,7.0,0.0,4.235294117647059,144.3
15075978,5.0,23.0,7.0,0.0,3.8888888888888893,414.57
15077139,5.0,14.0,6.0,5.0,4.0,189.86
15077595,7.0,19.0,1.0,5.0,5.99999776978957,4.52
15075829,5.0,24.0,2.0,0.0,4.235294117123468,8.21
15077670,7.0,4.0,4.0,5.0,4.0,5555.85
15077934,8.0,28.0,2.0,5.0,3.999999999000323,68.94
15077081,5.0,16.0,4.0,5.0,3.9999997240392107,42.22
15077885,8.0,9.0,1.0,5.0,6.0,5.12
15077113,5.0,18.0,5.0,5.0,4.5,126.91
15077603,7.0,27.0,1.0,5.0,8.999994760610985,7.15
15077896,8.0,20.0,1.0,5.0,7.999997146313664,6.89
15076239,6.0,14.0,6.0,0.0,4.235285962791808,1169.36
15077913,8.0,7.0,2.0,5.0,4.0,80.88
15076499,7.0,4.0,5.0,0.0,3.7752808988764044,3080.24
15076299,6.0,14.0,8.0,0.0,4.235281212408412,17379.95
15077190,5.0,5.0,8.0,5.0,3.9374950447912984,6077.36
15075873,5.0,8.0,4.0,0.0,4.0,12.38
15075869,5.0,4.0,4.0,0.0,4.0,16.16
15076072,5.0,27.0,10.0,0.0,3.9999946602153806,13132.4
15077407,6.0,12.0,5.0,5.0,4.199994324586815,4188.33
15075990,5.0,5.0,8.0,0.0,3.9909502262443444,6489.55
15076308,6.0,23.0,8.0,0.0,3.7333255973199138,2973.18
15077002,5.0,27.0,1.0,5.0,9.0,3.8
15077015,5.0,10.0,2.0,5.0,4.0,5.38
15076070,5.0,25.0,10.0,0.0,3.9069711532778477,6333.59
15075777,5.0,2.0,1.0,0.0,7.999999999999998,11.85
15076382,7.0,7.0,1.0,0.0,5.999999999999998,16.14
15076779,8.0,14.0,4.0,0.0,3.9999903048556003,5519.37
15076412,7.0,7.0,2.0,0.0,4.0,12.33
15076150,6.0,15.0,3.0,0.0,4.000000000000001,19.74
15076388,7.0,13.0,1.0,0.0,6.999999999999998,14.53
15076030,5.0,15.0,9.0,0.0,3.8505942275042444,1238.04
15076202,6.0,7.0,5.0,0.0,4.23528175183989,1163.43
15076076,6.0,1.0,1.0,0.0,7.0,8.52
15075963,5.0,8.0,7.0,0.0,3.9873417721518987,108.67
15076429,7.0,24.0,2.0,0.0,4.0,24.75
15076000,5.0,15.0,8.0,0.0,3.865030674846626,2032.35
15075791,5.0,16.0,1.0,0.0,8.0,9.72
15076481,7.0,16.0,4.0,0.0,4.0,514.12
15076134,6.0,29.0,2.0,0.0,4.0,9.59
15076146,6.0,11.0,3.0,0.0,4.000000000000001,20.44
15076026,5.0,11.0,9.0,0.0,3.9436619718309864,996.65
15076818,8.0,23.0,5.0,0.0,2.823523310938843,17991.25
15075854,5.0,19.0,3.0,0.0,4.235293853529883,14.7
15077639,7.0,3.0,3.0,5.0,4.0,399.67
15075970,5.0,15.0,7.0,0.0,3.9130434782608696,453.89
15075871,5.0,6.0,4.0,0.0,4.0,13.65
15075855,5.0,20.0,3.0,0.0,4.235294117123528,13.91
15075920,5.0,25.0,5.0,0.0,3.9069767307059267,43.31
15076693,8.0,18.0,1.0,0.0,4.0,13.78
15076309,6.0,24.0,8.0,0.0,4.235284416615461,8976.37
15076731,8.0,26.0,2.0,0.0,3.9999999990005337,44.23
15075865,5.0,30.0,3.0,0.0,3.9999999971488838,13.1
15076333,6.0,18.0,9.0,0.0,4.499990898190203,35728.37
15075944,5.0,19.0,6.0,0.0,4.235294117647059,90.34
15077640,7.0,4.0,3.0,5.0,4.0,182.84
15076435,7.0,30.0,2.0,0.0,3.9999997643129808,24.86
15077079,5.0,14.0,4.0,5.0,4.0,27.32
15077236,5.0,21.0,9.0,5.0,4.499986398172449,24254.35
15077322,6.0,17.0,2.0,5.0,4.0,12.74
15077012,5.0,7.0,2.0,5.0,4.235294117647058,8.71
15077290,6.0,15.0,1.0,5.0,6.999999999999995,4.13
15076270,6.0,15.0,7.0,0.0,3.673465467727513,13217.63
15075994,5.0,9.0,8.0,0.0,4.5,412.54
15075877,5.0,12.0,4.0,0.0,4.080971247138101,27.84
15076697,8.0,22.0,1.0,0.0,3.9999999995,9.19
15076294,6.0,9.0,8.0,0.0,4.499963949297381,27941.59
15076259,6.0,4.0,7.0,0.0,3.789473684210527,6168.71
15077580,7.0,4.0,1.0,5.0,5.999999999999998,5.87
15076401,7.0,26.0,1.0,0.0,6.0,14.11
15075952,5.0,27.0,6.0,0.0,4.0,85.88
15077929,8.0,23.0,2.0,5.0,3.999999999499999,81.44
15076393,7.0,18.0,1.0,0.0,7.999999999999998,14.5
15076782,8.0,17.0,4.0,0.0,3.111111111111111,1738.43
15076451,7.0,16.0,3.0,0.0,4.0,81.85
15076113,6.0,8.0,2.0,0.0,4.0,8.96
15077303,6.0,28.0,1.0,5.0,5.999999999999998,4.79
15077183,5.0,28.0,7.0,5.0,3.999990917420476,14864.2
15077384,6.0,19.0,4.0,5.0,4.0,114.73
15076104,6.0,29.0,1.0,0.0,6.999999999199999,8.74
15076524,7.0,29.0,5.0,0.0,3.862064680697414,964.68
15077390,6.0,25.0,4.0,5.0,3.99999434264032,2319.67
15076785,8.0,20.0,4.0,0.0,3.272727272727273,10927.27
15076486,7.0,21.0,4.0,0.0,3.999995474870161,576.61
15077141,5.0,16.0,6.0,5.0,4.0,781.3
15076261,6.0,6.0,7.0,0.0,3.8571428571428568,1604.78
15075893,5.0,28.0,4.0,0.0,3.9999999160174946,30.06
15075838,5.0,3.0,3.0,0.0,4.0,12.59
15077217,5.0,2.0,9.0,5.0,4.235294117647059,3642.9
15076006,5.0,21.0,8.0,0.0,3.9894459102902378,10905.44
15076093,6.0,18.0,1.0,0.0,9.0,8.16
15076542,7.0,17.0,6.0,0.0,3.3600000000000003,1992.78
15076111,6.0,6.0,2.0,0.0,4.0,8.55
15076413,7.0,8.0,2.0,0.0,4.0,11.4
15076466,7.0,1.0,4.0,0.0,3.999992483283385,713.7
15077080,5.0,15.0,4.0,5.0,4.235294117647059,130.27
15076039,5.0,24.0,9.0,0.0,4.235291197154067,155.26
15077032,5.0,27.0,2.0,5.0,4.5,6.84
15075961,5.0,6.0,7.0,0.0,3.9130374698632053,3181.7
15077327,6.0,22.0,2.0,5.0,3.9999999994999786,17.82
15076507,7.0,12.0,5.0,0.0,3.1304347826086953,4698.29
15077033,5.0,28.0,2.0,5.0,4.0,16.03
15076474,7.0,9.0,4.0,0.0,3.9999908868147727,813.85
15076167,6.0,2.0,4.0,0.0,4.2352894675205945,303.4
15077381,6.0,16.0,4.0,5.0,4.0,2816.54
15076144,6.0,9.0,3.0,0.0,4.499999415549998,35.96
15077164,5.0,9.0,7.0,5.0,4.0,663.76
15075926,5.0,1.0,6.0,0.0,3.88888888888889,35.09
15075941,5.0,16.0,6.0,0.0,4.235287089338777,204.9
15075987,5.0,2.0,8.0,0.0,4.235294117647059,750.37
15077130,5.0,5.0,6.0,5.0,3.984189723320158,619.27
15075907,5.0,12.0,5.0,0.0,4.080971659919028,108.07
15075827,5.0,22.0,2.0,0.0,4.0,9.45
15077389,6.0,24.0,4.0,5.0,4.080971659919028,513.65
15077660,7.0,24.0,3.0,5.0,4.235285740214504,1147.08
15075840,5.0,5.0,3.0,0.0,4.0,11.55
15076493,7.0,28.0,4.0,0.0,3.9999918824634335,9998.0
15076442,7.0,7.0,3.0,0.0,4.0,34.5
15077298,6.0,23.0,1.0,5.0,7.9999993154772495,4.32
15076678,8.0,3.0,1.0,0.0,4.0,9.1
15077312,6.0,7.0,2.0,5.0,4.0,7.96
15076733,8.0,28.0,2.0,0.0,3.999999999000099,42.55
15076391,7.0,16.0,1.0,0.0,7.0,14.98
15076185,6.0,20.0,4.0,0.0,4.235294117647059,94.46
15076423,7.0,18.0,2.0,0.0,4.0,22.12
15076213,6.0,18.0,5.0,0.0,4.49999077506141,237.61
15076157,6.0,22.0,3.0,0.0,4.0,26.6
15076126,6.0,21.0,2.0,0.0,4.0,9.61
15075805,5.0,30.0,1.0,0.0,7.999998405733482,9.08
15077391,6.0,26.0,4.0,5.0,4.0,306.67
15076691,8.0,16.0,1.0,0.0,3.9999999995,10.28
15076473,7.0,8.0,4.0,0.0,4.0,431.17
15077339,6.0,4.0,3.0,5.0,4.0,24.15
15075812,5.0,7.0,2.0,0.0,4.235294117123496,10.79
15076312,6.0,27.0,8.0,0.0,3.7894675936936473,9620.23
15077115,5.0,20.0,5.0,5.0,4.5,105.09
15077018,5.0,13.0,2.0,5.0,4.5,9.85
15077181,5.0,26.0,7.0,5.0,4.4999883125256765,2938.94
15077331,6.0,26.0,2.0,5.0,4.235294117647059,16.4
15077931,8.0,25.0,2.0,5.0,4.0,139.92
15076994,5.0,19.0,1.0,5.0,5.999999999999999,9.75
15076444,7.0,9.0,3.0,0.0,4.0,53.67
15076450,7.0,15.0,3.0,0.0,4.0,44.61
15077104,5.0,9.0,5.0,5.0,4.0,124.8
15075950,5.0,25.0,6.0,0.0,3.9069767441860463,174.15
15075949,5.0,24.0,6.0,0.0,4.235292964015965,48.34
15076256,6.0,1.0,7.0,0.0,3.8181771063391983,13592.38
15076209,6.0,14.0,5.0,0.0,4.235294117647059,283.94
15077363,6.0,28.0,3.0,5.0,4.0,84.6
15076385,7.0,10.0,1.0,0.0,7.0,14.69
15076220,6.0,25.0,5.0,0.0,3.862064316468335,959.86
15077335,6.0,30.0,2.0,5.0,3.9999998953897116,12.8
15077087,5.0,22.0,4.0,5.0,4.0,62.34
15077417,6.0,22.0,5.0,5.0,3.775276485913989,17636.13
15075921,5.0,26.0,5.0,0.0,3.999999660941463,37.42
15076132,6.0,27.0,2.0,0.0,4.0,12.73
15076989,5.0,14.0,1.0,5.0,8.0,10.06
15075953,5.0,28.0,6.0,0.0,3.9999957112515454,192.76
15075841,5.0,6.0,3.0,0.0,3.9999998338430305,11.56
15076681,8.0,6.0,1.0,0.0,4.0,10.06
15077613,7.0,7.0,2.0,5.0,3.999999999000209,29.79
15077199,5.0,14.0,8.0,5.0,3.9999956636005125,6077.73
15077101,5.0,6.0,5.0,5.0,4.235294117647059,135.27
15077293,6.0,18.0,1.0,5.0,9.0,11.96
15076155,6.0,20.0,3.0,0.0,4.235294117647058,35.26
15076315,6.0,30.0,8.0,0.0,3.5294117647058822,1546.74
15077908,8.0,2.0,2.0,5.0,4.0,38.64
15076722,8.0,17.0,2.0,0.0,4.0,36.26
15077156,5.0,1.0,7.0,5.0,3.9999780332718355,25409.85
15077278,6.0,3.0,1.0,5.0,7.0,4.18
15077311,6.0,6.0,2.0,5.0,4.0,11.04
15077019,5.0,14.0,2.0,5.0,4.235294117123504,13.72
15076102,6.0,27.0,1.0,0.0,6.0,7.9
15076248,6.0,23.0,6.0,0.0,3.7333333333333334,196.2
15077044,5.0,9.0,3.0,5.0,4.499996851856056,20.64
15075948,5.0,23.0,6.0,0.0,3.8888888888888893,132.67
15076276,6.0,21.0,7.0,0.0,3.984189723320158,8376.4
15076238,6.0,13.0,6.0,0.0,3.984189723320158,24460.39
15075965,5.0,10.0,7.0,0.0,3.9999911297639135,5931.47
15076448,7.0,13.0,3.0,0.0,4.0,129.27
15077281,6.0,6.0,1.0,5.0,5.999999624009303,4.16
15076081,6.0,6.0,1.0,0.0,6.0,8.35
15076158,6.0,23.0,3.0,0.0,3.862068462053355,20.63
15075782,5.0,7.0,1.0,0.0,8.0,12.99
15076272,6.0,17.0,7.0,0.0,3.9069703707372,1648.62
15075887,5.0,22.0,4.0,0.0,3.9999999994999973,18.87
15076434,7.0,29.0,2.0,0.0,4.000000000000001,11.98
15076541,7.0,16.0,6.0,0.0,3.6,14400.16
15076773,8.0,8.0,4.0,0.0,3.36,977.53
15077343,6.0,8.0,3.0,5.0,4.0,22.45
15077398,6.0,3.0,5.0,5.0,3.9999886033373007,40674.97
15076790,8.0,25.0,4.0,0.0,3.0,2774.93
15077358,6.0,23.0,3.0,5.0,3.999999999499998,41.11
15077063,5.0,28.0,3.0,5.0,4.0,13.27
15077244,5.0,29.0,9.0,5.0,3.943657566400476,6930.28
15076054,5.0,9.0,10.0,0.0,4.49998241274231,3436.62
15077337,6.0,2.0,3.0,5.0,4.235294117647059,178.02
15077649,7.0,13.0,3.0,5.0,4.0,710.44
15076291,6.0,6.0,8.0,0.0,3.857137083485244,10597.37
15077888,8.0,12.0,1.0,5.0,8.0,5.09
15076289,6.0,4.0,8.0,0.0,3.7894683650693204,7537.0
15076755,8.0,20.0,3.0,0.0,3.999995636926137,1070.46
15077387,6.0,22.0,4.0,5.0,4.0,502.76
15076389,7.0,14.0,1.0,0.0,7.0,14.36
15076242,6.0,17.0,6.0,0.0,3.9069716028725443,511.69
15076056,5.0,11.0,10.0,0.0,3.9436573468300633,2184.12
15076997,5.0,22.0,1.0,5.0,6.0,3.65
15077053,5.0,18.0,3.0,5.0,4.4999995005495,17.91
15076085,6.0,10.0,1.0,0.0,7.0,8.39
15077242,5.0,27.0,9.0,5.0,4.499993197310609,8083.13
15075779,5.0,4.0,1.0,0.0,6.999999999999998,11.88
15075862,5.0,27.0,3.0,0.0,4.49999955555557,19.13
15076040,5.0,25.0,9.0,0.0,3.906976744186047,6157.01
15077148,5.0,23.0,6.0,5.0,4.235288289723115,529.75
15076468,7.0,3.0,4.0,0.0,3.9999817795036066,1047.3
15076180,6.0,15.0,4.0,0.0,4.0,87.02
15076983,5.0,8.0,1.0,5.0,9.0,10.26
15076064,5.0,19.0,10.0,0.0,4.235294117647059,2049.69
15075892,5.0,27.0,4.0,0.0,4.0,15.19
15077071,5.0,6.0,4.0,5.0,4.235294117647059,91.47
15075947,5.0,22.0,6.0,0.0,3.8181818181818183,157.17
15077376,6.0,11.0,4.0,5.0,4.000000000000001,300.64
15077078,5.0,13.0,4.0,5.0,4.0,41.71
15077674,7.0,8.0,4.0,5.0,4.0,6141.02
15075923,5.0,28.0,5.0,0.0,4.0,99.04
15076988,5.0,13.0,1.0,5.0,7.0,10.06
15077186,5.0,1.0,8.0,5.0,3.906971577389382,28983.6
15077400,6.0,5.0,5.0,5.0,3.9841897233201586,26715.62
15077880,8.0,4.0,1.0,5.0,5.999999999999998,14.7
15077340,6.0,5.0,3.0,5.0,3.999999662131298,72.12
15076212,6.0,17.0,5.0,0.0,3.9069767441860463,216.75
15077666,7.0,30.0,3.0,5.0,3.9999873585442014,913.55
15076310,6.0,25.0,8.0,0.0,3.862056619287766,32781.52
15077093,5.0,28.0,4.0,5.0,4.0,56.35
15075954,5.0,29.0,6.0,0.0,3.943661971830986,25.38
15076089,6.0,14.0,1.0,0.0,7.999999999999998,8.77
15076323,6.0,8.0,9.0,0.0,3.9789473684210526,26649.54
15077664,7.0,28.0,3.0,5.0,4.0,1066.49
15077891,8.0,15.0,1.0,5.0,5.999999999999957,5.6
15076357,6.0,12.0,10.0,0.0,3.968494898135749,14903.02
15075839,5.0,4.0,3.0,0.0,4.0,11.55
15077120,5.0,25.0,5.0,5.0,4.0,176.87
15075962,5.0,7.0,7.0,0.0,4.235294117647059,124.33
15076252,6.0,27.0,6.0,0.0,3.789473684210526,1227.21
15077319,6.0,14.0,2.0,5.0,4.235294117123528,15.71
15077089,5.0,24.0,4.0,5.0,4.4999995005494995,51.75
15076514,7.0,19.0,5.0,0.0,3.564356435643564,555.92
15077147,5.0,22.0,6.0,5.0,3.7752808988764044,307.7
15076458,7.0,23.0,3.0,0.0,3.5,52.26
15075890,5.0,25.0,4.0,0.0,3.9999995315824046,29.53
15077923,8.0,17.0,2.0,5.0,3.999999999000437,61.83
15075960,5.0,5.0,7.0,0.0,3.999994508800852,373.88
15075906,5.0,11.0,5.0,0.0,3.999998767361725,31.85
15076387,7.0,12.0,1.0,0.0,7.0,13.57
15076007,5.0,22.0,8.0,0.0,3.8181754194354784,25889.91
15076138,6.0,3.0,3.0,0.0,3.9999999994999986,26.23
15075902,5.0,7.0,5.0,0.0,4.23529411764706,31.06
15075988,5.0,3.0,8.0,0.0,3.9873417721518982,6700.37
15077238,5.0,23.0,9.0,5.0,4.23528556773863,33995.14
15076513,7.0,18.0,5.0,0.0,3.4838709677419355,4755.89
15076034,5.0,19.0,9.0,0.0,4.235294117647059,420.19
15076752,8.0,17.0,3.0,0.0,3.111111111111111,123.67
15077144,5.0,19.0,6.0,5.0,3.857142857142857,89.04
15077385,6.0,20.0,4.0,5.0,4.235294117647059,482.09
15076794,8.0,29.0,4.0,0.0,3.8620689655172415,3955.32
15076724,8.0,19.0,2.0,0.0,3.9999998749737107,30.15
15077054,5.0,19.0,3.0,5.0,4.0,9.13
15076162,6.0,27.0,3.0,0.0,3.999999299539838,25.43
15075888,5.0,23.0,4.0,0.0,3.906976697029709,15.0
15077154,5.0,29.0,6.0,5.0,4.0,204.63
15077056,5.0,21.0,3.0,5.0,4.4999999994499955,19.92
15076201,6.0,6.0,5.0,0.0,3.891891891891892,249.94
15077347,6.0,12.0,3.0,5.0,4.499989510499184,87.6
15077028,5.0,23.0,2.0,5.0,4.235294117647059,11.57
15076427,7.0,22.0,2.0,0.0,4.0,15.2
15077585,7.0,9.0,1.0,5.0,8.99999482787461,7.5
15076537,7.0,12.0,6.0,0.0,3.1111111111111116,9852.78
15077100,5.0,5.0,5.0,5.0,4.0,226.34
15076279,6.0,24.0,7.0,0.0,4.235273824334596,13255.38
15076190,6.0,25.0,4.0,0.0,3.8620689655172415,136.63
15075794,5.0,19.0,1.0,0.0,8.0,7.35
15076176,6.0,11.0,4.0,0.0,3.999999764472453,80.72
15077207,5.0,22.0,8.0,5.0,3.761194029850747,19211.5
15076784,8.0,19.0,4.0,0.0,3.428571428571429,1347.37
15075786,5.0,11.0,1.0,0.0,7.0,9.7
15076463,7.0,28.0,3.0,0.0,4.0,160.52
15077042,5.0,7.0,3.0,5.0,3.9999999999999796,13.27
15076092,6.0,17.0,1.0,0.0,7.0,8.17
15076677,8.0,2.0,1.0,0.0,3.9999996337639594,14.59
